original_id,Entity Group ID,Entity Category,Entity Subgroup ID,Name,original_classification_dict
438,Firm,Engineering - Civil,Engineer,Aspen Engineers,"{'original_id': 438, 'Name': 'Aspen Engineers', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineering - Civil', 'Entity Subgroup ID': 'Engineer'}"
450,Firm,,Property Management,"Heartland Townhomes Property Management, LLC","{'original_id': 450, 'Name': 'Heartland Townhomes Property Management, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Property Management'}"
457,Firm,Survey,Surveyor,"Russell Surveying, Incorporated","{'original_id': 457, 'Name': 'Russell Surveying, Incorporated', 'Entity Group ID': 'Firm', 'Entity Category': 'Survey', 'Entity Subgroup ID': 'Surveyor'}"
459,Firm,,Surveyor,Northstar,"{'original_id': 459, 'Name': 'Northstar', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Surveyor'}"
460,Firm,,Surveyor,"Cuddy & Associates, Inc.","{'original_id': 460, 'Name': 'Cuddy & Associates, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Surveyor'}"
485,Firm,Survey,Surveyor,Goettsche Surveying & Mapping,"{'original_id': 485, 'Name': 'Goettsche Surveying & Mapping', 'Entity Group ID': 'Firm', 'Entity Category': 'Survey', 'Entity Subgroup ID': 'Surveyor'}"
487,Firm,,Engineer,"TRU-Engineering, P.C.","{'original_id': 487, 'Name': 'TRU-Engineering, P.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Engineer'}"
582,Firm,Engineering - Civil,Engineer,"Civil Dynamics, P.C.","{'original_id': 582, 'Name': 'Civil Dynamics, P.C.', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineering - Civil', 'Entity Subgroup ID': 'Engineer'}"
638,Firm,Builder,Builder,"""Brunobuilt""","{'original_id': 638, 'Name': '""Brunobuilt""', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
639,Firm,,Builder,A.M.D. Construction Co.,"{'original_id': 639, 'Name': 'A.M.D. Construction Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
640,Firm,Builder,Builder,A.S.C. Inc.,"{'original_id': 640, 'Name': 'A.S.C. Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
642,Firm,Builder,Builder,"Adair Homes, Inc.","{'original_id': 642, 'Name': 'Adair Homes, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
644,Firm,Builder,Builder,"Adera Homes, L.L.C.","{'original_id': 644, 'Name': 'Adera Homes, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
645,Firm,Builder,Builder,"Aggregate Construction, Inc.","{'original_id': 645, 'Name': 'Aggregate Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
646,Firm,Builder,Builder,Agile Design Company,"{'original_id': 646, 'Name': 'Agile Design Company', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
647,Firm,Builder,Builder,AGM Construction,"{'original_id': 647, 'Name': 'AGM Construction', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
648,Firm,,Builder,AKO Construction,"{'original_id': 648, 'Name': 'AKO Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
649,Firm,,Builder,"AKO, INC.","{'original_id': 649, 'Name': 'AKO, INC.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
651,Firm,Builder,Builder,Alignment Construction,"{'original_id': 651, 'Name': 'Alignment Construction', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
652,Firm,Builder,Builder,"All Trade Construction, Inc.","{'original_id': 652, 'Name': 'All Trade Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
653,Firm,,Builder,Alley Heating and Cooling,"{'original_id': 653, 'Name': 'Alley Heating and Cooling', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
654,Firm,,Builder,"Alley Heating and Cooling, Inc.","{'original_id': 654, 'Name': 'Alley Heating and Cooling, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
657,Firm,,Builder,"Alturas Construction, LLC","{'original_id': 657, 'Name': 'Alturas Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
658,Firm,RE - Residential,Builder,Ambassador Homes,"{'original_id': 658, 'Name': 'Ambassador Homes', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Builder'}"
660,Firm,Builder,Builder,"Amyx Signature Homes, Inc.","{'original_id': 660, 'Name': 'Amyx Signature Homes, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
661,Firm,Builder,Builder,"Anderson Construction, Inc.","{'original_id': 661, 'Name': 'Anderson Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
662,Firm,Builder,Builder,"Andy Thompson Construction, Inc.","{'original_id': 662, 'Name': 'Andy Thompson Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
663,Firm,,Builder,"Arete Investments Group, LLC","{'original_id': 663, 'Name': 'Arete Investments Group, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
664,Firm,,Builder,Armada Homes,"{'original_id': 664, 'Name': 'Armada Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
665,Firm,Builder,Builder,"Armada Homes, LLC","{'original_id': 665, 'Name': 'Armada Homes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
667,Firm,Builder,Builder,"Ashby Construction, LLC","{'original_id': 667, 'Name': 'Ashby Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
669,Firm,Builder,Builder,Ashcraft Construction,"{'original_id': 669, 'Name': 'Ashcraft Construction', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
672,Firm,Builder,Builder,Asin General Contractors,"{'original_id': 672, 'Name': 'Asin General Contractors', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
675,Firm,RE - Residential,Builder,"Azure Properties, LLC","{'original_id': 675, 'Name': 'Azure Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Builder'}"
676,Firm,Builder,Builder,"B & L Idaho I, LLC","{'original_id': 676, 'Name': 'B & L Idaho I, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
677,Firm,Builder,Builder,"B & L Idaho 2, LLC","{'original_id': 677, 'Name': 'B & L Idaho 2, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
678,Firm,,Builder,Barrow Design and Construction LLC,"{'original_id': 678, 'Name': 'Barrow Design and Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
680,Firm,Builder,Builder,Beaux Design Build,"{'original_id': 680, 'Name': 'Beaux Design Build', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
681,Firm,,Builder,Beck Construction Company,"{'original_id': 681, 'Name': 'Beck Construction Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
683,Firm,Builder,Builder,Belveal Construction Services,"{'original_id': 683, 'Name': 'Belveal Construction Services', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
684,Firm,,Builder,"Benetex Company, Inc.","{'original_id': 684, 'Name': 'Benetex Company, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
685,Firm,Builder,Builder,"Berkeley Building Company, Inc.","{'original_id': 685, 'Name': 'Berkeley Building Company, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
686,Firm,,Builder,BHH Hunter LLC,"{'original_id': 686, 'Name': 'BHH Hunter LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
687,Firm,Builder,Builder,Big Springs Construction LLC,"{'original_id': 687, 'Name': 'Big Springs Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
689,Firm,Builder,Builder,"Bill Pugh Construction, Inc.","{'original_id': 689, 'Name': 'Bill Pugh Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
690,Firm,Builder,Builder,"Blackstead Building Company, Inc.","{'original_id': 690, 'Name': 'Blackstead Building Company, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
691,Firm,Builder,Builder,Boise Building Company LLC,"{'original_id': 691, 'Name': 'Boise Building Company LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
693,Firm,,Builder,Boise Solid Surface,"{'original_id': 693, 'Name': 'Boise Solid Surface', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
696,Firm,Builder,Builder,Bradshaw Construction,"{'original_id': 696, 'Name': 'Bradshaw Construction', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
697,Firm,,Builder,"Bradshaw Homes, LLC","{'original_id': 697, 'Name': 'Bradshaw Homes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
701,Firm,Builder,Builder,"Brewer Construction, Inc.","{'original_id': 701, 'Name': 'Brewer Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
702,Firm,,Builder,Brighton Homes,"{'original_id': 702, 'Name': 'Brighton Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
703,Firm,RE - Residential,Builder,Brighton Homes Idaho Inc.,"{'original_id': 703, 'Name': 'Brighton Homes Idaho Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Builder'}"
705,Firm,,Builder,Briscoe Construction Co.,"{'original_id': 705, 'Name': 'Briscoe Construction Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
706,Firm,Builder,Builder,"Brown Building, Co., LLC","{'original_id': 706, 'Name': 'Brown Building, Co., LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
708,Firm,,Builder,Brunobuilt Homes,"{'original_id': 708, 'Name': 'Brunobuilt Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
709,Firm,RE - Residential,Builder,"Brunobuilt, Inc.","{'original_id': 709, 'Name': 'Brunobuilt, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'RE - Residential', 'Entity Subgroup ID': 'Builder'}"
710,Firm,,Builder,"Bspoke Homes, LLC","{'original_id': 710, 'Name': 'Bspoke Homes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
711,Firm,,Builder,"Builders Interiors, Inc.","{'original_id': 711, 'Name': 'Builders Interiors, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
712,Firm,,Builder,"Builders Unlimited, LLC","{'original_id': 712, 'Name': 'Builders Unlimited, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
714,Firm,Builder,Builder,"Byron Gingrich Construction, Inc.","{'original_id': 714, 'Name': 'Byron Gingrich Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
715,Firm,,Builder,C R Custom Homes,"{'original_id': 715, 'Name': 'C R Custom Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
716,Firm,,Builder,"C. Laraway Designs, P.C.","{'original_id': 716, 'Name': 'C. Laraway Designs, P.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
717,Firm,,Builder,"C. Riley Construction, LLC","{'original_id': 717, 'Name': 'C. Riley Construction, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
718,Firm,Builder,Builder,CW Construction,"{'original_id': 718, 'Name': 'CW Construction', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
719,Firm,Builder,Builder,"C.W. Construction, Inc","{'original_id': 719, 'Name': 'C.W. Construction, Inc', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
720,Firm,Builder,Builder,CA Construction Inc.,"{'original_id': 720, 'Name': 'CA Construction Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
721,Firm,,Builder,Callies Construction (Company),"{'original_id': 721, 'Name': 'Callies Construction (Company)', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
723,Firm,,Builder,Cambridge Homes,"{'original_id': 723, 'Name': 'Cambridge Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
724,Firm,,Builder,"Cambridge Homes, LLC","{'original_id': 724, 'Name': 'Cambridge Homes, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
725,Firm,,Builder,Cameron Jayo Homes,"{'original_id': 725, 'Name': 'Cameron Jayo Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
726,Firm,Builder,Builder,"Canyon Crest Homes, Inc.","{'original_id': 726, 'Name': 'Canyon Crest Homes, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
728,Firm,Interior Design,Builder,Carol's Design House,"{'original_id': 728, 'Name': ""Carol's Design House"", 'Entity Group ID': 'Firm', 'Entity Category': 'Interior Design', 'Entity Subgroup ID': 'Builder'}"
730,Firm,,Builder,Celebrity Homes,"{'original_id': 730, 'Name': 'Celebrity Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
731,Firm,,Builder,CGC Construction,"{'original_id': 731, 'Name': 'CGC Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
732,Firm,,Builder,CH Pro,"{'original_id': 732, 'Name': 'CH Pro', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
734,Firm,Builder,Builder,Chandler & Sons Fine Homes,"{'original_id': 734, 'Name': 'Chandler & Sons Fine Homes', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
735,Firm,Builder,Builder,"Chaney Stotts Construction, Inc.","{'original_id': 735, 'Name': 'Chaney Stotts Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
736,Firm,Builder,Builder,Charles Treat Contracting,"{'original_id': 736, 'Name': 'Charles Treat Contracting', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
737,Firm,,Builder,Chesapeake Construction LLC,"{'original_id': 737, 'Name': 'Chesapeake Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
738,Firm,,Builder,"Christensen Brothers, Inc.","{'original_id': 738, 'Name': 'Christensen Brothers, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
739,Firm,,Builder,Christensen Homes,"{'original_id': 739, 'Name': 'Christensen Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
740,Firm,,Builder,"Chuck Miller Construction, Inc.","{'original_id': 740, 'Name': 'Chuck Miller Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
742,Firm,Builder,Builder,Clark & Co Homes,"{'original_id': 742, 'Name': 'Clark & Co Homes', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
743,Firm,,Builder,Clyde Development,"{'original_id': 743, 'Name': 'Clyde Development', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
746,Firm,Builder,Builder,Coats Construction Concepts,"{'original_id': 746, 'Name': 'Coats Construction Concepts', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
749,Firm,,Builder,Coman Homes of Idaho LLC,"{'original_id': 749, 'Name': 'Coman Homes of Idaho LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
750,Firm,,Builder,Core Building Company,"{'original_id': 750, 'Name': 'Core Building Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
751,Firm,,Builder,"Corey Barton Homes Sales & Marketing, Inc.","{'original_id': 751, 'Name': 'Corey Barton Homes Sales & Marketing, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
752,Firm,,Builder,Cornerstone Builders,"{'original_id': 752, 'Name': 'Cornerstone Builders', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
753,Firm,,Builder,Cornerstone Builders Group,"{'original_id': 753, 'Name': 'Cornerstone Builders Group', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
756,Firm,,Builder,"Cornerstone Custom Finish & Design, Inc.","{'original_id': 756, 'Name': 'Cornerstone Custom Finish & Design, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
757,Firm,,Builder,Cornerstone Homes,"{'original_id': 757, 'Name': 'Cornerstone Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
759,Firm,Builder,Builder,"Cotner Building Company, LLC","{'original_id': 759, 'Name': 'Cotner Building Company, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
760,Firm,,Builder,Country Homes L.L.P.,"{'original_id': 760, 'Name': 'Country Homes L.L.P.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
763,Firm,,Builder,Creekside Custom Homes,"{'original_id': 763, 'Name': 'Creekside Custom Homes', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
765,Firm,,Builder,Crocker Building Company,"{'original_id': 765, 'Name': 'Crocker Building Company', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
767,Firm,Builder,Builder,Culpan & Company,"{'original_id': 767, 'Name': 'Culpan & Company', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
768,Firm,,Builder,Culpan & Company LLC,"{'original_id': 768, 'Name': 'Culpan & Company LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
770,Firm,Builder,Builder,"D.A. Parry Construction, Inc.","{'original_id': 770, 'Name': 'D.A. Parry Construction, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': 'Builder', 'Entity Subgroup ID': 'Builder'}"
771,Firm,,Builder,"Dale Evans Builders, Inc.","{'original_id': 771, 'Name': 'Dale Evans Builders, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
772,Firm,,Builder,Dartmouth Construction LLC,"{'original_id': 772, 'Name': 'Dartmouth Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
