original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
135,Private,Engineering,Civil,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Surveying', 'entity_subgroup_id': '', 'confidence': 70.0, 'reasoning': ""The input includes 'Surveyor' in the subgroup, but the primary category is 'Engineering - Civil', so Engineering is prioritized.""}]",135,Firm,"Engineer, Surveyor",Engineering - Civil,"Sharp & Smith, Inc.","SHARP & SMITH, INC.",7.0
136,Private,Surveying,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 40.0, 'reasoning': ""The name and subgroup 'Surveyor' strongly indicate a surveying firm, but if they also provide engineering services, 'Engineering' could be considered. However, no direct evidence of engineering in the name.""}]",136,Firm,Surveyor,,Skinner & Associates,,7.0
137,Private,Surveying,,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 35.0, 'reasoning': ""The name and 'Survey' in the category and name indicate primary focus on surveying, but 'Engineer' in the subgroup could suggest engineering services as well.""}]",137,Firm,Engineer,Survey,"Skinner Land Survey Co., Inc.","Skinner Land Survey Co., Inc.",7.0
138,Private,Surveying,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 40.0, 'reasoning': ""Similar to record 136, the name and subgroup 'Surveyor' indicate surveying, but possible engineering services are a minor consideration.""}]",138,Firm,Surveyor,,"Skinner, Earl & Associates, Inc.",,7.0
144,Private,Engineering,Full Service,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 60.0, 'reasoning': ""The name and subgroup indicate both engineering and surveying services. 'Full Service' is preferred if both are offered, per rules.""}]",144,Firm,"Engineer, Survey",,"Sunrise Engineering, Inc.","SUNRISE ENGINEERING, INC.",7.0
145,Private,Engineering,Full Service,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': '', 'confidence': 30.0, 'reasoning': ""The input specifies 'Full Service' in the category, which matches the rules for engineering firms offering a broad range of services.""}]",145,Firm,Engineer,Engineering - Full Service,"Ardurra Group, Inc. (formerly T-O Engineers, Inc.)","T-O ENGINEERS, INC.",7.0
147,Private,Surveying,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 30.0, 'reasoning': 'If the firm also provides engineering services, it could be classified under Engineering with Surveying as a specialty, but the name and input data only indicate surveying.'}]",147,Firm,Surveyor,Survey,Taylor Mountain Surveying (TMS),TAYLOR MOUNTAIN SURVEYING,7.0
148,Private,Surveying,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 30.0, 'reasoning': 'If the firm also provides engineering services, it could be classified under Engineering with Surveying as a specialty, but the name and input data only indicate surveying.'}]",148,Firm,Surveyor,Survey,TE Land Surveying,,7.0
149,Private,Surveying,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 30.0, 'reasoning': 'If the firm also provides engineering services, it could be classified under Engineering with Surveying as a specialty, but the name and input data only indicate surveying.'}]",149,Firm,Surveyor,Survey,Tealey's Land Surveying,TEALEY'S LAND SURVEYING,7.0
151,Private,Surveying,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 30.0, 'reasoning': 'If the firm also provides engineering services, it could be classified under Engineering with Surveying as a specialty, but the name and input data only indicate surveying.'}]",151,Firm,Surveyor,Survey,"Three Rivers Land Surveying, PC","THREE RIVERS LAND SURVEYING, PC",7.0
153,Private,Surveying,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Surveying', 'confidence': 30.0, 'reasoning': 'If the firm also provides engineering services, it could be classified under Engineering with Surveying as a specialty, but the name and input data only indicate surveying.'}]",153,Firm,Surveyor,Survey,Timberline Surveying PLLC,Timberline Surveying PLLC,7.0
154,Private,Engineering,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Full Service', 'confidence': 60.0, 'reasoning': ""The name includes 'Engineering' and the subgroup is 'Engineer', but no specialty is specified. If 'Full Service' is implied, it could be used, but defaulting to NULL is more consistent with the rules.""}]",154,Firm,Engineer,,Toothman-Orton Engineering,TOOTHMAN-ORTON ENGINEERING,7.0
157,Private,Surveying,,98.0,[],157,Firm,Surveyor,Survey,"Tri County Surveying, Inc.","TRI COUNTY SURVEYING, INC.",7.0
158,Private,Other,,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Planning', 'confidence': 60.0, 'reasoning': ""The input category is 'Planning' and subgroup is 'Planner', but there is no direct rule for 'Planning' as a standalone category. It could be a specialty under Engineering, but 'Other' is safer.""}]",158,Firm,Planner,Planning,"ULC Management, LLC","ULC MANAGEMENT, LLC",6.0
161,Private,Other,,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Planning', 'confidence': 60.0, 'reasoning': ""The name includes 'Planning & Design', and the subgroup is 'Planner'. There is no direct rule for 'Planning' as a category, but it could be a specialty under Engineering.""}]",161,Firm,Planner,,W. H. Weaver Planning & Design Associates,W. H. WEAVER PLANNING & DESIGN ASSOCIATES,6.0
162,Private,Surveying,,98.0,[],162,Firm,Surveyor,Survey,"Waite Land Surveying, LLC","WAITE LAND SURVEYING, LLC",7.0
163,Private,Surveying,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil, Surveying', 'confidence': 40.0, 'reasoning': ""The name and input category both indicate surveying, but some firms with 'Surveying' in the name may also provide engineering services. However, no explicit evidence of engineering here.""}]",163,Firm,Surveyor,Survey,"Wellington Land Surveying, P.C.","WELLINGTON LAND SURVEYING, P.C.",7.0
164,Private,Surveying,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil, Surveying', 'confidence': 40.0, 'reasoning': 'Similar to previous, the name and input indicate surveying, but some overlap with engineering is possible. No explicit evidence of engineering.'}]",164,Firm,Surveyor,Survey,Westbound Surveying Services P.C.,WESTBOUND SURVEYING SERVICES P.C.,7.0
165,Private,Engineering,Civil,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil, Surveying', 'confidence': 30.0, 'reasoning': ""The company name includes 'Consulting Engineers', and the input category is 'Engineering - Civil', so Civil is most appropriate. If they also did surveying, it would be in the name or input.""}]",165,Firm,Engineer,Engineering - Civil,"Whipple Consulting Engineers, Inc.",,7.0
167,Private,Builder,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The only clue is 'Builder' in the subgroup. No indication of residential or commercial, so default to Builder with NULL subgroup. Contractor is a possible alternative if 'Builder' is not explicit in the business activity.""}]",167,Firm,Builder,,"Ranger R., Inc.","RANGER R., INC.",7.0
168,Private,Engineering,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Full Service', 'confidence': 60.0, 'reasoning': ""The name includes 'Engineering and Associates', but no specialty is specified. Default to Engineering with NULL subgroup. If 'Full Service' was mentioned, that would be used.""}]",168,Firm,Engineer,,"Ludlow Engineering and Associates, LLC",,7.0
170,Private,Engineering,Full Service,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil, Planning, Surveying', 'confidence': 85.0, 'reasoning': ""The input subgroup lists Engineer, Planner, Survey, which could be mapped to Civil, Planning, Surveying as a more granular breakdown, but 'Full Service' is a common and accepted subgroup for firms offering multiple engineering services.""}]",170,Firm,"Engineer, Planner, Survey",Engineering - Full Service,RiveRidge Engineering Company,RIVERIDGE ENGINEERING COMPANY,7.0
171,Private,Engineering,Planning,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""If 'Planning' is not considered a valid engineering specialty, it could be classified as 'Other', but 'Planning' is often a recognized engineering/planning discipline.""}]",171,Firm,Planner,Planning,"SLN Planning, LLC","SLN Planning, LLC",7.0
172,Private,Other,,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Planning', 'confidence': 60.0, 'reasoning': ""The firm is a law group, but the subgroup is 'Planner'. If they provide planning services, 'Engineering' with 'Planning' could be considered, but the primary business appears to be legal.""}]",172,Firm,Planner,,"Rose Law Group, P.C.","ROSE LAW GROUP, P.C.",6.0
175,Private,Engineering,Civil,98.0,[],175,Firm,Engineer,Engineering - Civil,"Civil Innovations, PLLC","CIVIL INNOVATIONS, PLLC",7.0
186,Private,Engineering,Civil,98.0,[],186,Firm,Engineer,Engineering - Civil,"Erickson-Civil, Inc.","ERICKSON-CIVIL, INC.",7.0
375,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Surveying', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The input category is 'Survey' and subgroup is 'Planner', but the name 'NorthSide Management LLC' does not clearly indicate surveying or planning as a primary business. 'Other' is chosen due to ambiguity, but 'Surveying' is a possible candidate due to the input category.""}]",375,Firm,Planner,Survey,NorthSide Management LLC,NORTHSIDE MANAGEMENT LLC,6.0
378,Private,Engineering,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 10.0, 'reasoning': ""The name and subgroup both indicate engineering, but no specialty is specified. 'Engineering' is the most appropriate category.""}]",378,Firm,Engineer,,"Munger Engineering, Inc.","MUNGER ENGINEERING, INC.",7.0
381,Private,Other,,60.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Planning', 'confidence': 30.0, 'reasoning': ""The name and input suggest planning services, but 'Planning' is not a standard category per rules. If planning is considered a specialty under engineering, it could be classified as such.""}]",381,Firm,Planner,Planning,Riley Planning Services LLC,RILEY PLANNING SERVICES LLC,6.0
386,Private,Engineering,Civil,100.0,[],386,Firm,Engineer,Engineering - Civil,"Nemec Engineering, LLC","NEMEC ENGINEERING, LLC",7.0
438,Private,Engineering,Civil,100.0,[],438,Firm,Engineer,Engineering - Civil,Aspen Engineers,"ASPEN ENGINEERS, Chartered",7.0
450,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Agency', 'entity_subgroup_id': 'Land', 'confidence': 40.0, 'reasoning': ""Property management is not explicitly covered in the rules, but could be loosely associated with land or real estate agencies. However, 'Other' is more appropriate due to lack of direct match.""}]",450,Firm,Property Management,,"Heartland Townhomes Property Management, LLC","HEARTLAND TOWNHOMES PROPERTY MANAGEMENT, LLC",6.0
457,Private,Surveying,,98.0,[],457,Firm,Surveyor,Survey,"Russell Surveying, Incorporated","RUSSELL SURVEYING, INCORPORATED",7.0
459,Private,Surveying,,95.0,[],459,Firm,Surveyor,,Northstar,NORTHSTAR,7.0
460,Private,Surveying,,95.0,[],460,Firm,Surveyor,,"Cuddy & Associates, Inc.","CUDDY & ASSOCIATES, INC.",7.0
485,Private,Surveying,,98.0,[],485,Firm,Surveyor,Survey,Goettsche Surveying & Mapping,GOETTSCHE SURVEYING & MAPPING,7.0
487,Private,Engineering,,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Full Service', 'confidence': 60.0, 'reasoning': ""The name 'TRU-Engineering, P.C.' and the subgroup 'Engineer' both indicate an engineering firm. 'Full Service' could be possible if the firm offers multiple specialties, but there is no explicit evidence.""}]",487,Firm,Engineer,,"TRU-Engineering, P.C.","TRU-ENGINEERING, P.C.",7.0
582,Private,Engineering,Civil,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Civil, Structural', 'confidence': 40.0, 'reasoning': ""The name 'Civil Dynamics' and the category 'Engineering - Civil' strongly indicate a civil engineering specialty. There is a small chance of structural engineering, but not enough evidence.""}]",582,Firm,Engineer,Engineering - Civil,"Civil Dynamics, P.C.","CIVIL DYNAMICS, P.C.",7.0
638,Private,Builder,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'Brunobuilt' and the input category 'Builder' suggest a builder, but if there is no evidence of residential or commercial focus, 'Contractor' could be considered.""}]",638,Firm,Builder,Builder,"""Brunobuilt""","""Brunobuilt""",7.0
639,Private,Builder,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name 'A.M.D. Construction Co.' suggests a contractor, but the input subgroup is 'Builder'. If there is no evidence of a specific builder type, default to 'Builder' with NULL subgroup.""}]",639,Firm,Builder,,A.M.D. Construction Co.,A.M.D. CONSTRUCTION CO.,7.0
640,Private,Builder,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'A.S.C. Inc.' is ambiguous, but the input category and subgroup both indicate 'Builder'. If there is no evidence of a specific builder type, default to 'Builder' with NULL subgroup.""}]",640,Firm,Builder,Builder,A.S.C. Inc.,A.S.C. INC.,7.0
642,Private,Builder,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""If there is any indication that the company does more than just building homes, it could be classified as a general contractor, but 'Homes' in the name strongly suggests residential builder.""}]",642,Firm,Builder,Builder,"Adair Homes, Inc.","ADAIR HOMES, INC.",7.0
644,Private,Builder,Residential,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""If the company does more than just home building, it could be a general contractor, but 'Homes' in the name strongly suggests residential builder.""}]",644,Firm,Builder,Builder,"Adera Homes, L.L.C.","ADERA HOMES, L.L.C.",7.0
645,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction', which by rule should be classified as Contractor. There is no indication of residential or commercial building only.""}]",645,Firm,Builder,Builder,"Aggregate Construction, Inc.","AGGREGATE CONSTRUCTION, INC.",5.0
